"probeset","nProbes","EntrezID","process","specificity","coverage","robust","overall","symbol","best"
"35489_at",16,"4224",163.5,0.5625,1,0.761300338554754,0.428231440437049,"MEP1A",TRUE
"33964_at",16,"1420",336,0.75,1,0.570942265392894,0.42820669904467,"CRYGC",TRUE
"39947_at",16,"1945",336,0.75,1,0.570942265392894,0.42820669904467,"EFNA4",TRUE
"34089_at",16,"22997",384,0.8125,1,0.527010963702469,0.428196408008256,"IGSF9B",TRUE
"39352_at",16,"1081",384,0.8125,1,0.527010963702469,0.428196408008256,"CGA",TRUE
"39585_at",16,"23552",384,0.8125,1,0.527010963702469,0.428196408008256,"CDK20",TRUE
"39275_at",16,"776",508.5,1,1,0.428181959081744,0.428181959081744,"CACNA1D",TRUE
"34800_at",16,"26018",284,0.6875,1,0.622676462699792,0.428090068106107,"LRIG1",TRUE
"37243_at",16,"2983",284,0.6875,1,0.622676462699792,0.428090068106107,"GUCY1B3",TRUE
"33447_at",16,"10627",227,0.625,1,0.684785956468557,0.427991222792848,"MYL12A",TRUE
"34712_at",16,"23268",227,0.625,1,0.684785956468557,0.427991222792848,"DNMBP",TRUE
"33729_at",16,"9016",336.5,0.75,1,0.570466281762515,0.427849711321886,"SLC25A14",TRUE
"36958_at",16,"7791",336.5,0.75,1,0.570466281762515,0.427849711321886,"ZYX",TRUE
"40145_at",16,"7153",336.5,0.75,1,0.570466281762515,0.427849711321886,"TOP2A",FALSE
"41447_at",16,"22856",336.5,0.75,1,0.570466281762515,0.427849711321886,"CHSY1",TRUE
"40909_at",16,"285282",384.5,0.8125,1,0.526571604756815,0.427839428864912,"RABL3",TRUE
"31458_at",16,"51350",429,0.875,1,0.488900397572908,0.427787847876294,"KRT76",TRUE
"38928_r_at",16,"7299",429,0.875,1,0.488900397572908,0.427787847876294,"TYR",FALSE
"2044_s_at",16,"5925",284.5,0.6875,1,0.622157349260077,0.427733177616303,"RB1",TRUE
"37049_g_at",16,"10953",284.5,0.6875,1,0.622157349260077,0.427733177616303,"TOMM34",TRUE
"38340_at",16,"9026",284.5,0.6875,1,0.622157349260077,0.427733177616303,"HIP1R",TRUE
"41254_at",16,"53616",123,0.875,0.6,0.814508004582309,0.427616702405712,"ADAM22",TRUE
"31654_at",16,"22986",337,0.75,1,0.569990694950572,0.427493021212929,"SORCS3",TRUE
"1268_at",16,"7317",385,0.8125,1,0.526132612096298,0.427482747328242,"UBA1",TRUE
"32562_at",16,"2022",385,0.8125,1,0.526132612096298,0.427482747328242,"ENG",TRUE
"33358_at",16,"57460",385,0.8125,1,0.526132612096298,0.427482747328242,"PPM1H",TRUE
"35661_g_at",16,"6295",385,0.8125,1,0.526132612096298,0.427482747328242,"SAG",FALSE
"40500_at",16,"65009",285,0.6875,1,0.621638668595293,0.427376584659264,"NDRG4",TRUE
"35056_at",16,"416",228,0.625,1,0.683644646541109,0.427277904088193,"ARSF",TRUE
"38270_at",16,"8505",228,0.625,1,0.683644646541109,0.427277904088193,"PARG",TRUE
"38706_at",16,"1874",228,0.625,1,0.683644646541109,0.427277904088193,"E2F4",TRUE
"33341_at",16,"2782",285.5,0.6875,1,0.621120420344643,0.427020288986942,"GNB1",TRUE
"37668_at",16,"708",285.5,0.6875,1,0.621120420344643,0.427020288986942,"C1QBP",TRUE
"36142_at",16,"6310",338,0.75,1,0.569040710458988,0.426780532844241,"ATXN1",TRUE
"36477_at",16,"7137",338,0.75,1,0.569040710458988,0.426780532844241,"TNNI3",TRUE
"38753_at",16,"11260",338,0.75,1,0.569040710458988,0.426780532844241,"XPOT",TRUE
"41282_s_at",16,"11079",338,0.75,1,0.569040710458988,0.426780532844241,"RER1",TRUE
"1451_s_at",16,"10631",386,0.8125,1,0.525255724409471,0.426770276082695,"POSTN",TRUE
"33741_at",16,"51606",386,0.8125,1,0.525255724409471,0.426770276082695,"ATP6V1H",TRUE
"40827_at",16,"3376",286,0.6875,1,0.620602604147634,0.426664290351498,"IARS",TRUE
"744_at",16,"1659",286,0.6875,1,0.620602604147634,0.426664290351498,"DHX8",TRUE
"37003_at",16,"967",360,0.875,0.888888888888889,0.548536993741698,0.426639884021321,"CD63",TRUE
"34880_at",16,"79171",229,0.625,1,0.682505238796874,0.426565774248046,"RBM42",TRUE
"32026_s_at",16,"9693",166,0.5625,1,0.758132217815058,0.42644937252097,"RAPGEF2",FALSE
"1693_s_at",16,"7076",338.5,0.75,1,0.568566312118534,0.4264247340889,"TIMP1",TRUE
"32424_at",16,"3036",338.5,0.75,1,0.568566312118534,0.4264247340889,"HAS1",TRUE
"35372_r_at",16,"3576",338.5,0.75,1,0.568566312118534,0.4264247340889,"IL8",TRUE
"38328_at",16,"10165",338.5,0.75,1,0.568566312118534,0.4264247340889,"SLC25A13",TRUE
"39112_at",16,"7392",338.5,0.75,1,0.568566312118534,0.4264247340889,"USF2",TRUE
"41671_at",16,"2009",386.5,0.8125,1,0.524817828773194,0.42641448587822,"EML1",TRUE
"31685_at",16,"54738",431,0.875,1,0.487272087637658,0.426363076682951,"FEV",TRUE
"1388_g_at",16,"7421",229.5,0.625,1,0.681936247252534,0.426210154532834,"VDR",TRUE
"36330_at",16,"883",229.5,0.625,1,0.681936247252534,0.426210154532834,"CCBL1",TRUE
"35995_at",16,"11130",214.5,0.8125,0.75,0.699214128556416,0.426083609589066,"ZWINT",TRUE
"32855_at",16,"3949",339,0.75,1,0.56809230927489,0.426069231956167,"LDLR",TRUE
"37821_at",16,"8537",339,0.75,1,0.56809230927489,0.426069231956167,"BCAS1",TRUE
"38847_at",16,"9833",387,0.8125,1,0.524380298202122,0.426058992289224,"MELK",TRUE
"33465_at",16,"155",511.5,1,1,0.426044615487004,0.426044615487004,"ADRB3",TRUE
"36169_at",16,"4694",287,0.6875,1,0.619568266474054,0.425953183200912,"NDUFA1",TRUE
"38138_at",16,"6282",287,0.6875,1,0.619568266474054,0.425953183200912,"S100A11",TRUE
"38853_at",16,"10149",287,0.6875,1,0.619568266474054,0.425953183200912,"GPR64",TRUE
"32993_s_at",16,"51364",230,0.625,1,0.681367730065546,0.425854831290966,"ZMYND10",TRUE
"35913_at",16,"1820",339.5,0.75,1,0.567618701598336,0.425714026198752,"ARID3A",TRUE
"37628_at",16,"4129",339.5,0.75,1,0.567618701598336,0.425714026198752,"MAOB",TRUE
"160025_at",16,"7039",432,0.875,1,0.486459967491595,0.425652471555146,"TGFA",TRUE
"34161_at",16,"4025",287.5,0.6875,1,0.619051744277996,0.425598074191122,"LPO",TRUE
"38606_at",16,"6999",473.5,0.9375,1,0.453924208194506,0.425553945182349,"TDO2",TRUE
"36372_at",16,"3101",230.5,0.625,1,0.680799686840446,0.425499804275279,"HK3",TRUE
"34436_at",16,"10786",388,0.8125,1,0.523506331038451,0.425348893968742,"SLC17A3",TRUE
"408_at",16,"2919",388,0.8125,1,0.523506331038451,0.425348893968742,"CXCL1",TRUE
"1135_at",16,"2869",288,0.6875,1,0.618535652696598,0.425243261228911,"GRK5",TRUE
"881_at",16,"3694",288,0.6875,1,0.618535652696598,0.425243261228911,"ITGB6",TRUE
"36843_at",16,"6494",231,0.625,1,0.680232117182103,0.425145073238814,"SIPA1",TRUE
"41006_at",16,"146712",168,0.5625,1,0.755607216345168,0.425029059194157,"B3GNTL1",TRUE
"33010_at",16,"6527",388.5,0.8125,1,0.523069893837919,0.424994288743309,"SLC5A4",TRUE
"37533_r_at",16,"23508",474.5,0.9375,1,0.453167667847515,0.424844688607045,"TTC9",TRUE
"34317_g_at",16,"6210",231.5,0.625,1,0.679665020695712,0.42479063793482,"RPS15A",TRUE
"41731_g_at",16,"4634",231.5,0.625,1,0.679665020695712,0.42479063793482,"MYL3",TRUE
"33134_at",16,"109",341,0.75,1,0.566200246278166,0.424650184708624,"ADCY3",TRUE
"38722_at",16,"1291",341,0.75,1,0.566200246278166,0.424650184708624,"COL6A1",TRUE
"40141_at",16,"8450",341,0.75,1,0.566200246278166,0.424650184708624,"CUL4B",TRUE
"33429_at",16,"25941",513.5,1,1,0.424625650225979,0.424625650225979,"TPGS2",TRUE
"38916_at",16,"10046",289,0.6875,1,0.617504759942103,0.424534522460196,"MAMLD1",TRUE
"40509_at",16,"2108",289,0.6875,1,0.617504759942103,0.424534522460196,"ETFA",TRUE
"36288_at",16,"3887",232,0.625,1,0.6790983969868,0.42443649811675,"KRT81",TRUE
"36304_at",16,"732",232,0.625,1,0.6790983969868,0.42443649811675,"C8B",TRUE
"563_at",16,"3593",169,0.5625,1,0.754347870984593,0.424320677428833,"IL12B",TRUE
"33652_at",16,"8748",341.5,0.75,1,0.565728215978291,0.424296161983718,"ADAM20",TRUE
"37540_at",16,"9172",341.5,0.75,1,0.565728215978291,0.424296161983718,"MYOM2",TRUE
"31864_at",16,"10200",389.5,0.8125,1,0.522198110681522,0.424285964928737,"MPHOSPH6",TRUE
"33460_at",16,"5028",389.5,0.8125,1,0.522198110681522,0.424285964928737,"P2RY1",TRUE
"38173_at",16,"23067",389.5,0.8125,1,0.522198110681522,0.424285964928737,"SETD1B",TRUE
"39438_at",16,"1389",389.5,0.8125,1,0.522198110681522,0.424285964928737,"CREBL2",TRUE
"32306_g_at",16,"1278",169.5,0.5625,1,0.753718985613929,0.423966929407835,"COL1A2",TRUE
"38362_at",16,"54870",169.5,0.5625,1,0.753718985613929,0.423966929407835,"QRICH1",TRUE
"38206_at",16,"6123",342,0.75,1,0.565256579201035,0.423942434400777,"RPL3L",TRUE
"1198_at",16,"1910",390,0.8125,1,0.521762764119243,0.423932245846885,"EDNRB",TRUE
"34820_at",16,"5764",434.5,0.875,1,0.484435583902107,0.423881135914344,"PTN",TRUE
"34319_at",16,"6286",290,0.6875,1,0.6164755853422,0.423826964922762,"S100P",TRUE
"35272_at",16,"2787",290,0.6875,1,0.6164755853422,0.423826964922762,"GNG5",TRUE
"38783_at",16,"4582",176,0.625,0.909090909090909,0.745591027420136,0.423631265579623,"MUC1",FALSE
"33458_r_at",16,"805",170,0.5625,1,0.753090624532952,0.423613476299785,"CALM2",TRUE
"34155_s_at",16,"7299",390.5,0.8125,1,0.521327780497053,0.423578821653856,"TYR",FALSE
"32592_at",16,"23351",435,0.875,1,0.48403171923507,0.423527754330686,"KHNYN",TRUE
"37121_at",16,"4818",290.5,0.6875,1,0.615961641455161,0.423473628500423,"NKG7",TRUE
"36844_at",16,"1795",233.5,0.625,1,0.677401358585117,0.423375849115698,"DOCK3",TRUE
"31310_at",16,"2741",391,0.8125,1,0.520893159512377,0.423225692103807,"GLRA1",TRUE
"40448_at",16,"7538",391,0.8125,1,0.520893159512377,0.423225692103807,"ZFP36",TRUE
"34215_at",16,"8227",291,0.6875,1,0.615448126033296,0.423120586647891,"AKAP17A",TRUE
"34607_at",16,"29851",291,0.6875,1,0.615448126033296,0.423120586647891,"ICOS",TRUE
"1180_g_at",16,"3312",234,0.625,1,0.676836622047946,0.423022888779966,"HSPA8",FALSE
"137_at",16,"10661",234,0.625,1,0.676836622047946,0.423022888779966,"KLF1",TRUE
"37415_at",16,"23120",343.5,0.75,1,0.56384402672563,0.422883020044222,"ATP10B",TRUE
"39441_at",16,"10314",343.5,0.75,1,0.56384402672563,0.422883020044222,"LANCL1",TRUE
"33854_at",16,"51382",391.5,0.8125,1,0.520458900862891,0.422872856951099,"ATP6V1D",TRUE
"34356_at",16,"9412",391.5,0.8125,1,0.520458900862891,0.422872856951099,"MED21",TRUE
"38393_at",16,"9766",391.5,0.8125,1,0.520458900862891,0.422872856951099,"KIAA0247",TRUE
"38134_at",16,"5324",516,1,1,0.42285858766084,0.42285858766084,"PLAG1",TRUE
"39763_at",16,"3263",291.5,0.6875,1,0.614935038719402,0.422767839119589,"HPX",TRUE
"40408_at",16,"833",183,0.6875,0.833333333333333,0.736935837631294,0.422202823642929,"CARS",TRUE
"40468_at",16,"23048",172,0.5625,1,0.750582414369577,0.422202608082887,"FNBP1",TRUE
"41400_at",16,"7083",172,0.5625,1,0.750582414369577,0.422202608082887,"TK1",TRUE
"39058_at",16,"29",344.5,0.75,1,0.562904286681087,0.422178215010815,"ABR",TRUE
"34355_at",16,"4204",101.5,1,0.5,0.844249007158961,0.42212450357948,"MECP2",TRUE
"1833_at",16,"1017",437,0.875,1,0.482419624703507,0.422117171615568,"CDK2",FALSE
"36637_at",16,"311",437,0.875,1,0.482419624703507,0.422117171615568,"ANXA11",TRUE
"32090_at",16,"23057",292.5,0.6875,1,0.613910146988203,0.42206322605439,"NMNAT2",TRUE
"33206_at",16,"92154",292.5,0.6875,1,0.613910146988203,0.42206322605439,"MTSS1L",TRUE
"34430_at",16,"2875",172.5,0.5625,1,0.749956668187966,0.421850625855731,"GPT",TRUE
"37591_at",16,"7351",172.5,0.5625,1,0.749956668187966,0.421850625855731,"UCP2",TRUE
"34367_at",16,"26227",345,0.75,1,0.562435004159595,0.421826253119696,"PHGDH",TRUE
"688_at",16,"5700",345,0.75,1,0.562435004159595,0.421826253119696,"PSMC1",TRUE
"1407_g_at",16,"7181",194.5,0.875,0.666666666666667,0.722934174380158,0.421711601721759,"NR2C1",TRUE
"37882_at",16,"2960",293,0.6875,1,0.61339834185798,0.421711360027361,"GTF2E1",TRUE
"41489_at",16,"7088",293,0.6875,1,0.61339834185798,0.421711360027361,"TLE1",TRUE
"1372_at",16,"7130",236,0.625,1,0.674582380076181,0.421613987547613,"TNFAIP6",TRUE
"35826_at",16,"6829",236,0.625,1,0.674582380076181,0.421613987547613,"SUPT5H",TRUE
"948_s_at",16,"5481",236,0.625,1,0.674582380076181,0.421613987547613,"PPID",FALSE
"34010_at",16,"58504",284,0.8125,0.833333333333333,0.622676462699792,0.421603854952984,"ARHGAP22",TRUE
"36266_at",16,"10411",173,0.5625,1,0.749331443678961,0.421498937069415,"RAPGEF3",TRUE
"39945_at",16,"2191",102.5,0.5,1,0.842841925480362,0.421420962740181,"FAP",TRUE
"34783_s_at",16,"9184",293.5,0.6875,1,0.61288696340989,0.421359787344299,"BUB3",TRUE
"740_at",16,"3359",479.5,0.9375,1,0.449403837643719,0.421316097790986,"HTR3A",FALSE
"39403_at",16,"23317",346,0.75,1,0.561497612485996,0.421123209364497,"DNAJC13",TRUE
"33178_at",16,"182",237,0.625,1,0.673458076109387,0.420911297568367,"JAG1",TRUE
"35160_at",16,"8861",237,0.625,1,0.673458076109387,0.420911297568367,"LDB1",TRUE
"35343_at",16,"2805",237,0.625,1,0.673458076109387,0.420911297568367,"GOT1",TRUE
"35502_at",16,"269",237,0.625,1,0.673458076109387,0.420911297568367,"AMHR2",TRUE
"33269_at",16,"9091",174,0.5625,1,0.748082557939496,0.420796438840966,"PIGQ",TRUE
"33388_at",16,"113419",346.5,0.75,1,0.561029502681835,0.420772127011376,"TEX261",TRUE
"36805_s_at",16,"4914",294.5,0.6875,1,0.61186548513754,0.420657521032059,"NTRK1",TRUE
"36975_at",16,"51669",294.5,0.6875,1,0.61186548513754,0.420657521032059,"TMEM66",TRUE
"34743_at",16,"23513",237.5,0.625,1,0.672896627011283,0.420560391882052,"SCRIB",TRUE
"40870_g_at",16,"10180",237.5,0.625,1,0.672896627011283,0.420560391882052,"RBM6",TRUE
"1873_at",16,"7508",395,0.8125,1,0.51742921035947,0.420411233417069,"XPC",TRUE
"37297_at",16,"84549",395,0.8125,1,0.51742921035947,0.420411233417069,"MAK16",TRUE
"33299_at",16,"166647",295,0.6875,1,0.611355384602736,0.420306826914381,"GPR125",TRUE
"32143_at",16,"116039",238,0.625,1,0.672335645982538,0.420209778739086,"OSR2",TRUE
"35310_at",16,"5305",238,0.625,1,0.672335645982538,0.420209778739086,"PIP4K2A",TRUE
"31825_at",16,"3053",175,0.5625,1,0.746835753676263,0.420095111442898,"SERPIND1",TRUE
"36022_at",16,"9829",175,0.5625,1,0.746835753676263,0.420095111442898,"DNAJC6",TRUE
"36578_at",16,"329",295.5,0.6875,1,0.610845709328977,0.419956425163672,"BIRC2",TRUE
"38172_at",16,"874",295.5,0.6875,1,0.610845709328977,0.419956425163672,"CBR3",TRUE
"35298_at",16,"8664",175.5,0.5625,1,0.746213131013906,0.419744886195322,"EIF3D",TRUE
"36105_at",16,"4680",348,0.75,1,0.559627513493299,0.419720635119974,"CEACAM6",TRUE
"41408_at",16,"6832",348,0.75,1,0.559627513493299,0.419720635119974,"SUPV3L1",TRUE
"41867_at",16,"90993",348,0.75,1,0.559627513493299,0.419720635119974,"CREB3L1",TRUE
"36265_at",16,"23329",396,0.8125,1,0.516566828342204,0.41971054802804,"TBC1D30",TRUE
"37382_at",16,"6231",520.5,1,1,0.41969638544575,0.41969638544575,"RPS26",TRUE
"38386_r_at",16,"2937",105,0.5,1,0.839334472706246,0.419667236353123,"GSS",TRUE
"225_at",16,"2784",296,0.6875,1,0.610336458961731,0.41960631553619,"GNB3",TRUE
"36113_s_at",16,"7138",296,0.6875,1,0.610336458961731,0.41960631553619,"TNNT1",TRUE
"37782_at",16,"6750",296,0.6875,1,0.610336458961731,0.41960631553619,"SST",TRUE
"41066_at",16,"4246",239,0.625,1,0.671215086572567,0.419509429107855,"SCGB2A1",TRUE
"39713_at",16,"10765",348.5,0.75,1,0.559160962754848,0.419370722066136,"KDM5B",TRUE
"36907_at",16,"4598",396.5,0.8125,1,0.516136176472144,0.419360643383617,"MVK",TRUE
"32824_at",16,"1200",296.5,0.6875,1,0.609827633146762,0.419256497788399,"TPP1",TRUE
"1916_s_at",16,"2353",239.5,0.625,1,0.670655507411876,0.419159692132423,"FOS",TRUE
"35083_at",16,"2512",239.5,0.625,1,0.670655507411876,0.419159692132423,"FTL",TRUE
"926_at",16,"4495",239.5,0.625,1,0.670655507411876,0.419159692132423,"MT1G",TRUE
"37316_r_at",16,"55837",176.5,0.5625,1,0.744969442462216,0.419045311384997,"EAPP",TRUE
"32799_at",16,"10067",349,0.75,1,0.55869480097081,0.419021100728108,"SCAMP3",TRUE
"33304_at",16,"3669",349,0.75,1,0.55869480097081,0.419021100728108,"ISG20",TRUE
"40164_at",16,"396",349,0.75,1,0.55869480097081,0.419021100728108,"ARHGDIA",TRUE
"41540_at",16,"5510",349,0.75,1,0.55869480097081,0.419021100728108,"PPP1R7",TRUE
"1885_at",16,"2071",397,0.8125,1,0.5157058836283,0.419011030447994,"ERCC3",TRUE
"41001_at",16,"22895",297,0.6875,1,0.609319231530128,0.418906971676963,"RPH3A",TRUE
"37283_at",16,"4330",240,0.625,1,0.670096394761613,0.418810246726008,"MN1",TRUE
"37618_at",16,"3217",240,0.625,1,0.670096394761613,0.418810246726008,"HOXB7",TRUE
"39042_at",16,"7038",240,0.625,1,0.670096394761613,0.418810246726008,"TG",TRUE
"33281_at",16,"9641",349.5,0.75,1,0.558229027816923,0.418671770862692,"IKBKE",TRUE
"37307_at",16,"2771",349.5,0.75,1,0.558229027816923,0.418671770862692,"GNAI2",TRUE
"40303_at",16,"7022",349.5,0.75,1,0.558229027816923,0.418671770862692,"TFAP2C",TRUE
"38147_at",16,"4068",397.5,0.8125,1,0.515275949511357,0.418661708977978,"SH2D1A",TRUE
"41714_at",16,"9890",297.5,0.6875,1,0.608811253758184,0.418557736958752,"LPPR4",TRUE
"35627_at",16,"6640",240.5,0.625,1,0.669537748232856,0.418461092645535,"SNTA1",TRUE
"40360_at",16,"8273",240.5,0.625,1,0.669537748232856,0.418461092645535,"SLC10A3",TRUE
"34236_at",16,"390940",350,0.75,1,0.557763642969192,0.418322732226894,"PINLYP",TRUE
"1160_at",16,"1537",398,0.8125,1,0.514846373822253,0.41831267873058,"CYC1",FALSE
"41045_at",16,"6398",398,0.8125,1,0.514846373822253,0.41831267873058,"SECTM1",TRUE
"38108_at",16,"9374",270,0.875,0.75,0.637388819981387,0.418286413112785,"PPT2",TRUE
"37264_at",16,"7690",442.5,0.875,1,0.4780139957735,0.418262246301813,"ZNF131",TRUE
"244_at",16,"3297",298,0.6875,1,0.608303699477578,0.418208793390835,"HSF1",FALSE
"33149_at",16,"10978",298,0.6875,1,0.608303699477578,0.418208793390835,"CLP1",TRUE
"35270_at",16,"6633",298,0.6875,1,0.608303699477578,0.418208793390835,"SNRPD2",TRUE
"31856_at",16,"2615",241,0.625,1,0.66897956743701,0.418112229648131,"LRRC32",TRUE
"611_at",16,"2695",241,0.625,1,0.66897956743701,0.418112229648131,"GIP",TRUE
"32262_at",16,"51603",178,0.5625,1,0.74310779508159,0.417998134733394,"METTL13",TRUE
"38067_at",16,"23176",178,0.75,0.75,0.74310779508159,0.417998134733394,"SEPT8",TRUE
"35732_at",16,"115353",350.5,0.75,1,0.557298646103895,0.417973984577921,"LRRC42",TRUE
"36670_at",16,"23644",350.5,0.75,1,0.557298646103895,0.417973984577921,"EDC4",TRUE
"38633_at",16,"9112",350.5,0.75,1,0.557298646103895,0.417973984577921,"MTA1",FALSE
"39342_at",16,"4141",398.5,0.8125,1,0.514417156262172,0.417963939463015,"MARS",TRUE
"38338_at",16,"6237",298.5,0.6875,1,0.607796568335254,0.417860140730487,"RRAS",TRUE
"34330_at",16,"9167",241.5,0.625,1,0.668421851985802,0.417763657491126,"COX7A2L",TRUE
"32483_at",16,"64582",399,0.8125,1,0.513988296532549,0.417615490932696,"GPR135",TRUE
"39726_at",16,"2641",399,0.8125,1,0.513988296532549,0.417615490932696,"GCG",TRUE
"39796_at",16,"10197",399,0.8125,1,0.513988296532549,0.417615490932696,"PSME3",TRUE
"40707_at",16,"10198",443.5,0.875,1,0.477217305780544,0.417565142557976,"MPHOSPH9",TRUE
"35129_at",16,"6677",485,0.9375,1,0.445299720715234,0.417468488170532,"SPAM1",TRUE
"33143_s_at",16,"9123",242,0.625,1,0.667864601491282,0.417415375932051,"SLC16A3",TRUE
"31896_at",16,"51594",179,0.5625,1,0.741869282089787,0.417301471175505,"NBAS",TRUE
"40137_at",16,"5770",179,0.5625,1,0.741869282089787,0.417301471175505,"PTPN1",TRUE
"31777_at",16,"4593",351.5,0.75,1,0.556369815027055,0.417277361270291,"MUSK",TRUE
"32539_at",16,"10920",351.5,0.75,1,0.556369815027055,0.417277361270291,"COPS8",TRUE
"41750_at",16,"10130",299.5,0.6875,1,0.606783574054695,0.417163707162603,"PDIA6",TRUE
"32181_at",16,"2319",242.5,0.625,1,0.667307815565825,0.417067384728641,"FLOT2",TRUE
"35524_at",16,"733",242.5,0.625,1,0.667307815565825,0.417067384728641,"C8G",TRUE
"36261_at",16,"51760",352,0.75,1,0.555905980169414,0.416929485127061,"SYT17",TRUE
"36627_at",16,"8404",352,0.75,1,0.555905980169414,0.416929485127061,"SPARCL1",TRUE
"40296_at",16,"54440",400,0.8125,1,0.513131649371661,0.416919465114475,"SASH3",TRUE
"36920_at",16,"4534",524.5,1,1,0.416905396713619,0.416905396713619,"MTM1",TRUE
"34407_at",16,"5919",300,0.6875,1,0.606277710211818,0.416815925770625,"RARRES2",TRUE
"36343_at",16,"7093",300,0.6875,1,0.606277710211818,0.416815925770625,"TLL2",TRUE
"36149_at",16,"1809",180,0.5625,1,0.740632833286304,0.416605968723546,"DPYSL3",TRUE
"37365_at",16,"3300",352.5,0.75,1,0.55544253200201,0.416581899001507,"DNAJB2",TRUE
"39805_at",16,"10058",352.5,0.75,1,0.55544253200201,0.416581899001507,"ABCB6",TRUE
"40528_at",16,"9355",352.5,0.75,1,0.55544253200201,0.416581899001507,"LHX2",TRUE
"691_g_at",16,"5034",400.5,0.8125,1,0.51270386134451,0.416571887342414,"P4HB",FALSE
"39587_at",16,"28952",180.5,0.5625,1,0.74001538187986,0.416258652307421,"CCDC22",TRUE
"1711_at",16,"7158",353,0.75,1,0.554979470202465,0.416234602651849,"TP53BP1",TRUE
"37300_at",16,"1778",401,0.8125,1,0.512276429956042,0.416224599339284,"DYNC1H1",TRUE
"39762_at",16,"9202",401,0.8125,1,0.512276429956042,0.416224599339284,"ZMYM4",TRUE
"39387_at",16,"22929",301,0.6875,1,0.605267247361465,0.416121232561007,"SEPHS1",TRUE
"39408_at",16,"35",301,0.6875,1,0.605267247361465,0.416121232561007,"ACADS",TRUE
"534_s_at",16,"2348",219.5,0.75,0.8,0.693406734422403,0.416044040653442,"FOLR1",TRUE
"39764_at",16,"90",244,0.625,1,0.665640241332426,0.416025150832766,"ACVR1",TRUE
"34752_at",16,"140609",401.5,0.8125,1,0.511849354908935,0.41587760086351,"NEK7",TRUE
"35703_at",16,"5154",401.5,0.8125,1,0.511849354908935,0.41587760086351,"PDGFA",TRUE
"35045_r_at",16,"2128",446,0.875,1,0.475231385156031,0.415827462011527,"EVX1",TRUE
"41524_at",16,"3628",446,0.875,1,0.475231385156031,0.415827462011527,"INPP1",TRUE
"36281_at",16,"4807",301.5,0.6875,1,0.604762647651107,0.415774320260136,"NHLH1",TRUE
"32866_at",16,"9719",354,0.75,1,0.554054504418794,0.415540878314096,"ADAMTSL2",TRUE
"38407_r_at",16,"5730",354,0.75,1,0.554054504418794,0.415540878314096,"PTGDS",FALSE
"32823_at",16,"55823",302,0.6875,1,0.604258468615863,0.415427697173405,"VPS11",TRUE
"35848_at",16,"57178",302,0.6875,1,0.604258468615863,0.415427697173405,"ZMIZ1",TRUE
"37655_at",16,"2804",302,0.6875,1,0.604258468615863,0.415427697173405,"GOLGB1",TRUE
"2054_g_at",16,"1000",488,0.9375,1,0.443076930881091,0.415384622701022,"CDH2",FALSE
"33847_s_at",16,"1027",245,0.625,1,0.664530840930205,0.415331775581378,"CDKN1B",FALSE
"36906_at",16,"1268",337.5,0.875,0.833333333333333,0.569515504626244,0.415271722123303,"CNR1",TRUE
"34001_at",16,"7754",182,0.5625,1,0.738166114488775,0.415218439399936,"ZNF204P",TRUE
"34787_at",16,"4898",182,0.5625,1,0.738166114488775,0.415218439399936,"NRD1",TRUE
"37001_at",16,"824",354.5,0.75,1,0.553592599791258,0.415194449843444,"CAPN2",TRUE
"33909_at",16,"10262",402.5,0.8125,1,0.510996272650754,0.415184471528738,"SF3B4",TRUE
"32533_s_at",16,"10791",447,0.875,1,0.474439332847437,0.415134416241508,"VAMP5",TRUE
"36207_at",16,"6397",447,0.875,1,0.474439332847437,0.415134416241508,"SEC14L1",TRUE
"791_g_at",16,"4803",302.5,0.6875,1,0.603754709905022,0.415081363059703,"NGF",TRUE
"37087_at",16,"8852",245.5,0.625,1,0.663976834297071,0.41498552143567,"AKAP4",TRUE
"33494_at",16,"2110",355,0.75,1,0.553131080244763,0.414848310183572,"ETFDH",TRUE
"528_at",16,"8988",355,0.75,1,0.553131080244763,0.414848310183572,"HSPB3",TRUE
"722_at",16,"9125",355,0.75,1,0.553131080244763,0.414848310183572,"RQCD1",TRUE
"33550_at",16,"3358",403,0.8125,1,0.510570264846272,0.414838340187596,"HTR2C",TRUE
"40800_at",16,"90861",447.5,0.875,1,0.474043801863429,0.4147883266305,"HN1L",TRUE
"39861_at",16,"2017",303,0.6875,1,0.603251371168169,0.414735317678116,"CTTN",TRUE
"519_g_at",16,"7376",303,0.6875,1,0.603251371168169,0.414735317678116,"NR1H2",TRUE
"39026_r_at",16,"55384",73.5,0.5,0.9375,0.884615495361363,0.414663513450639,"MEG3",TRUE
"33295_at",16,"2532",355.5,0.75,1,0.552669945458273,0.414502459093705,"DARC",TRUE
"40344_at",16,"22871",448,0.875,1,0.473648600626025,0.414442525547772,"NLGN1",TRUE
"32173_at",16,"10247",303.5,0.6875,1,0.60274845205518,0.414389560787936,"HRSP12",TRUE
"37360_at",16,"4061",183.5,0.5625,1,0.736321468339313,0.414180825940863,"LY6E",TRUE
"38098_at",16,"23175",183.5,0.75,0.75,0.736321468339313,0.414180825940863,"LPIN1",TRUE
"37754_at",16,"3959",113,0.5,1,0.828208410821102,0.414104205410551,"LGALS3BP",TRUE
"1044_s_at",16,"1875",247,0.625,1,0.662317584046107,0.413948490028817,"E2F5",TRUE
